TEL_NO,BTH_GBN_NM,ASSEM_ADDR,HJ_NM,HG_NM,BTH_DATE,ELECT_GBN_NM,POLY_NM,REELE_GBN_NM,CMITS,MEM_TITLE,ENG_NM,SEX_GBN_NM,E_MAIL,MONA_CD,SECRETARY2,JOB_RES_NM,STAFF,HOMEPAGE,CMIT_NM,SECRETARY,ORIG_NM,UNITS
02-784-6970,음,의원회관 747호,林利子,임이자,1964-03-05,지역구,국민의힘,재선,환경노동위원회,"제21대 국회의원(경상북도 상주시문경시/국민의힘)

제21대 국회 전반기 예산결산특별위원회 위원
제21대 국회 전반기 환경노동위원회 간사(국민의힘)

국민의힘 경상북도당 상주시문경시 당원협의회 운영위원장
국민의힘 제5정조위원장
국민의힘 약자와의동행위원회 입법동행분과위원장
국민의힘 코로나19대책특별위원회 위원
",LIM LEEJA,여,llj11@hanmail.net,EH27538E,"조윤형, 최윤호, 김재령, 권준혁, 김영건",간사,"안재민, 호지환",http://blog.naver.com/llj11,환경노동위원회,"남수용, 허성은",경북 상주시문경시 ,"제20대, 제21대"
02-784-8380,음,의원회관 845호,林鍾聲,임종성,1965-08-05,지역구,더불어민주당,재선,"문화체육관광위원회, 예산결산특별위원회","[학력]
한양대학교 행정자치대학원 졸업(석사)

[주요경력]
제20대 국회의원 경기 광주시을(오포,초월,곤지암,도척)
제20대 국회 국토교통위원회 위원
청년미래특별위원회 위원
국회 규제개혁포럼 공동대표
더불어민주당 조직사무부총장
더불어민주당 2018지방선거기획단·조직강화특별위원회·당원자격심사위원회 위원
더불어민주당 국민통합위원회 상임부위원장
더불어민주당 도시농업특별위원회 위원장
더불어민주당 서민주거TF 주거공급소위원회 위원
(사)국제장애인문화교류협회중앙회 자문위원

제7, 8대 경기도의회 의원(전)
경기도의회 교육위원회 간사·도시환경위원장(전)
경기도의회 저탄소녹색성장연구회 회장(전)
민주당 경기도당 청년위원장(전)
민주당 중앙당 청년위원회 상임부위원장(전)
광주청년회의소 회장(전)
광주시 청소년오케스트라 초대단장(전)",LIM JONGSEONG,남,5321tempia@hanmail.net,E6U4345C,"송경하, 김균태, 이주란, 채정임, 천정우, 김예닮",위원,"설동찬, 전우선",http://blog.naver.com/ijs5321,"문화체육관광위원회, 예산결산특별위원회","김태용, 서동호",경기 광주시을,"제20대, 제21대"
02-784-1730,음,의원회관 429호,林昊宣,임호선,1964-09-27,지역구,더불어민주당,초선,"행정안전위원회, 형사사법체계개혁특별위원회","충북고등학교 졸업
경찰대학교 졸업

제21대 국회의원(충북 증평군진천군음성군)
현) 국회 행정안전위원회 위원


전) 더불어민주당 원내부대표
전) 더불어민주당 재정위원회 위원장
전) 국회 예산결산특별위원회 위원
전) 국회 운영위원회 위원
전) 경찰청 차장
전) 대통령비서실 행정관",LIM HOSEON,남,limhoseon2020@naver.com,FH777496,"김다나, 모성현, 이관호, 김준성, 조아림",위원,"이규연, 최석오",http://blog.naver.com/propol21,"행정안전위원회, 형사사법체계개혁특별위원회","박미래, 연홍율",충북 증평군진천군음성군,제21대
02-784-3106,음,의원회관 1005호,張耿態,장경태,1983-10-12,지역구,더불어민주당,초선,"과학기술정보방송통신위원회, 예산결산특별위원회, 여성가족위원회","○ 학력 
- 순천고등학교 졸업
- 서울시립대학교 행정학 학사
- 연세대학교 정치학 석사
- 성균관대학교 국정전문대학원
　행정학 박사 과정 수료

○ 경력 
- 대한민국 육군 병장 만기전역
- 21대국회 서울동대문구(을) 국회의원
　(더불어민주당)
- 전) 국회 국토교통위원회 위원
- 전) 국회 여성가족위원회 위원
- 전) 국회 국회운영위원회 위원
- 전) 국회 정치개혁특별위원회 위원
- 전) 더불어민주당 정당혁신추진위원장
- 전) 더불어민주당 전국청년위원장
- 전) 더불어민주당 원내부대표

- 전) 서울시립대학교 총학생회장
- 전) 민주당 대학생특별위원장
- 전) 더불어민주당 서울특별시당 대변인",JANG KYUNGTAE,남,letskt2020@gmail.com,RPN2293B,"임채혁, 김윤서, 정승원, 이혜원, 이현우",위원,"김상혁, 박지만, 이경수",http://blog.naver.com/jktkt,"과학기술정보방송통신위원회, 예산결산특별위원회, 여성가족위원회","김병준, 변아영",서울 동대문구을,제21대
02-784-2174,음,의원회관 337호,張東赫,장동혁,1969-06-02,지역구,국민의힘,초선,"민생경제안정특별위원회, 법제사법위원회, 예산결산특별위원회, 정치개혁특별위원회, 대법관(오석준) 임명동의에 관한 인사청문특별위원회","충남 보령 출생
웅천중학교 졸업
대천고등학교 졸업
서울대 사범대학교 불어교육과 졸업

(현) 제21대 국회의원

(전) 국민의힘 대전광역시당 위원장
(전) 미래통합당 대전광역시당 위원장

(전) 광주지방법원 부장 판사
(전) 국회 파견 판사
(전) 대전지방법원 가정지원 판사
(전) 대전지방법원 서산지원 판사
(전) 대전지방법원 판사
제33기 사법연수원(2004)
제43회 사법시험 합격(2001)

(전) 교육부 근무
제35회 행정고시 합격(1991)",JANG DONGHYEOK,남,dh337dh@naver.com,KFM1081G,"정민규, 배지연, 홍정민, 김윤환, 이시형",위원,"이영수, 한상필",,"민생경제안정특별위원회, 법제사법위원회, 예산결산특별위원회, 정치개혁특별위원회, 대법관(오석준) 임명동의에 관한 인사청문특별위원회","정희태, 한형민",충남 보령시서천군,제21대
02-784-3851,음,의원회관 607호,張濟元,장제원,1967-04-13,지역구,국민의힘,3선,행정안전위원회,"[학력]
 중앙대학교 신문방송학과&middot;신문방송대학원 졸업

[경력]
 前) 국회 안전행정위원회 위원
 前) 국회 예산결산특별위원회 위원
 前) 국회 저출산&middot;고령화대책특별위원회 간사
 前) 새누리당 저출산&middot;고령화 대책특별위원회 위원장
 前) 자유한국당 수석대변인
 前) 자유한국당 중앙위원회 상임전국위원 및 제3본부장위원 및 본부장
 前) 국회 사법개혁특별위원회 간사
 前) 국회 예산결산특별위원회 간사
 前) 국회 정치개혁특별위원회 간사
 前) 국회 예산결산특별위원회 위원
 前) 대법관(노태악) 임명동의에 관한 인사청문특별위원회 간사
 前) 중앙선거관리위원회 위원(조병현&middot;조성대) 선출에 관한 인사청문특별위원회 위원장
 
 現) 국회 법제사법위원회위원",CHANG JEWON,남,assembly0607@naver.com ,CZB4125D,"김현준, 최지환, 이예슬, 조혜아, 김성은",위원,"김영호, 노지선",https://blog.naver.com/feelike0413,행정안전위원회,"김일우, 박가현",부산 사상구,"제18대, 제20대, 제21대"
02-784-2187,음,의원회관 1009호,張喆敏,장철민,1983-05-16,지역구,더불어민주당,초선,국토교통위원회,"서대전고등학교(27회) 졸업
서울대학교 정치학과 졸업

제21대 국회의원 (대전동구)
국회 예산결산특별위원회/예산안등조정소위원회 위원
국회 환경노동위원회 위원
더불어민주당 대전시당위원장 직무대행
더불어민주당 민주연구원 부원장
",CHULMIN JANG,남,jcm5440@gmail.com,2NV6751W,"이창호, 김연화, 이종서, 권도경, 이채령, 오송하",위원,"윤기식, 이지혜",http://blog.naver.com/jcm5440,국토교통위원회,"고주연, 김봉성",대전 동구,제21대
02-784-1845(의원회관516호),음,의원회관 516호,張惠英,장혜영,1987-04-08,비례대표,정의당,초선,기획재정위원회,"&quot;존엄과 평등의 새로운 미래를 열겠습니다&quot;

- 정의당 원내수석부대표
- 정의당 정책위원회 의장, 원내대변인(전)
- 정의당 차별금지법제정 추진본부장
- 정의당 혁신위원장(2020.5월-8월)
- 21대 총선 정의당 청년선거대책본부장
- 5기 정의당 미래정치특별위원장
- 비영리재단법인 와글 사무국장(2019)

- 2021, 2022 대한민국 국회 의정대상
- 美 시사주간지<타임100 넥스트 2021>
- 제21회 한국장애인인권상 인권실천부문
- 제21회 서울국제여성영화제 박남옥상
- 제17회 한국여성지도자상 젊은지도자상
",JANG HYEYEONG,여,contact@janghyeyeong.com,GAV6441G,"김수진, 박진선, 유완선, 정윤호, 문민기",위원,"김진욱, 서정진",http://janghyeyeong.com,기획재정위원회,"조현수, 최기원",비례대표,제21대
02-784-4591,음,의원회관 551호,田奉珉,전봉민,1972-10-21,지역구,국민의힘,초선,"행정안전위원회, 국회운영위원회","현) 국민의힘 원내부대표
현) 제21대 국회 행정안전회&middot;운영위원회 위원

전) 제21대 국회 전반기 보건복지위원회 위원 
전) 부산광역시의회 부의장
전) 부산광역시의회 운영위원장
전) 전국시도의회 운영위원장협의회 회장
전) 새누리당 부산시당 부대변인 
전) 제 5&middot;6&middot;7대 부산광역시의회 의원(수영 제2지구)


",JEON BONGMIN,남,jbm102100@na.go.kr,DPZ7685X,"김성수, 박현태, 심재분, 김현지, 황지혜",위원,"송효근, 윤위",https://blog.naver.com/jbm102100,"행정안전위원회, 국회운영위원회","김형영, 박찬용, 이자영",부산 수영구,제21대
02-784-2843,음,의원회관 1023호,田溶冀,전용기,1991-10-26,비례대표,더불어민주당,초선,"국회운영위원회, 환경노동위원회, 예산결산특별위원회","- 더불어민주당 전국대학생위원회 위원장
- 더불어민주당 공천관리위원회 위원
- 국가균형발전위원회 국민소통 특별 위원
- 더불어민주당 중앙당당원자격심사위원회 위원
- 더불어민주당 제19대 대통령선거 중앙선거대책위원회 청년위원회 미래세대공동본부장
- 경기도대학생협의회 회장
- 제34대 한양대학교 ERICA 총학생회장",JEON YONGGI,남,braveplane@gmail.com,TJW93720,"오선혜, 김영훈, 조유리, 김성수, 최재은",위원,"오경환, 허용",https://blog.naver.com/braveplane91,"국회운영위원회, 환경노동위원회, 예산결산특별위원회","강승우, 두경서",비례대표,제21대
02-784-7431,음,의원회관 613호,田載秀,전재수,1971-04-20,지역구,더불어민주당,재선,"국회 2030 부산세계박람회 유치지원 특별위원회, 문화체육관광위원회, 정치개혁특별위원회","[학력]
- 동국대학교 대학원 정치학과 석사과정 졸업
- 동국대학교 역사교육과 학사과정 졸업
- 만덕초&middot;덕천중&middot;구덕고등학교 졸업

[경력]
- 현) 더불어민주당 제 21대 국회의원(부산 북구&middot;강서구 갑)
- 현) 국회 2030 부산세계박람회 유치지원 특별위원회 위원

- 전) 제21대 국회 전반기 정무위원회 위원
- 전) 제21대 국회 전반기 예산결산특별위원회 위원
- 전) 제21대 국회 전반기 운영위원회 위원
- 전) 제21대 국회 전반기 윤리특별위원회 간사
- 전) 더불어민주당 국가균형발전특별위원회 부위원장
- 전) 더불어민주당 제20대 국회의원(부산 북구&middot;강서구 갑)
- 전) 더불어민주당 원내선임부대표
- 전) 더불어민주당 부산광역시당 위원장
- 전) 더불어민주당 원내부대표
- 전) 제20대 국회 후반기 정무위원회 위원
- 전) 제20대 국회 전&middot;후반기 윤리특별위원회 위원
- 전) 제20대 국회 전반기 민생경제특별위원회 위원
- 전) 제20대 국회 전반기 예산결산특별위원회 위원
- 전) 제20대 국회 전반기 교육문화체육관광위원회 위원
- 전) 청와대 제 2부속실장
- 전) 청와대 경제정책수석실 행정관
- 전) 경제부총리 겸 재정경제부장관 정책보좌관
- 전) 대통령직 인수위원회 경제1분과 행정관 ",CHUN JAESOO,남,613jjs@gmail.com,9YO73104,"김소연, 김승용, 정진영, 이선규, 배민지",위원,"선용규, 최지훈",https://blog.naver.com/jsstory7,"국회 2030 부산세계박람회 유치지원 특별위원회, 문화체육관광위원회, 정치개혁특별위원회","박영주, 정주영",부산 북구강서구갑,"제20대, 제21대"
02-784-9340,음,의원회관 827호,全珠惠,전주혜,1966-07-15,비례대표,국민의힘,초선,"법제사법위원회, 여성가족위원회, 형사사법체계개혁특별위원회","1966년 7월 15일생 
서울대법과대학 사법학과 졸업

2022.7~ 제21대 국회 후반기 여성가족위원회 위원
2022.7~ 제21대 국회 후반기 법제사법위원회 위원
2022.7~ 국민의힘 국가안보문란 실태조사 TF 위원
2022.3   제20대 대통령직인수위원회 정무사법행정분과 상임자문위원
2021.12~ 국회 정치개혁특별위원회 위원
2021.11    제20대 대통령선거 국민의힘 윤석열 후보 중앙선거대책위원회 대변인
2021.06~    국회 운영위원회 위원
2021.05~    국민의힘 원내대변인
2021.05~    국회 윤리특별위원회 위원
2021.03    서울특별시장 보궐선거 국민의힘 오세훈 후보 선거대책위원회 법률지원단장
2020.11    국민의힘 정책위원회 제3정책조정위원회 부위원장
2020.10    국민의힘 약자와의 동행위원회 국민동행분과 위원
2020.09  국민의힘 정책위원회 포털공정대책특위 위원
2020.09  국민의힘 국민통합위원회 위원
2020.09~  제21대 국회의원 (비례대표/국민의힘)
2020.08~  제21대 국회 공직자윤리위원회 위원
2020.08  미래통합당 성폭력대책특별위원회 위원
2020.07  미래통합당 저출생대책특별위원회 아이중심분과 위원장
2020.07~  제21대 국회 법제사법위원회 위원
2020.07~  제21대 국회 여성가족위원회 위원
2020.05~  미래통합당 원내부대표
2020.05    제21대 국회의원 (비례대표/미래통합당)
2017.10    법제처 법령해석심의위원회 위원
2017.08    법률신문사 논설위원
2017.05    대한변호사협회 일과 가정 양립을 위한 위원회 위원장
2016.07    여성가족부 청년여성멘토링 대표멘토
2016.01~2020.11  한국여성변호사회 부회장
2015.04    국가인권위원회 자유권제1전문위원회 위원
2015.03    고려대학교 법학전문대학원 겸임교수
2014.05    여성가족부 사이버멘토링 대표멘토
2014.03~2020.03  법무법인 태평양 변호사
2013.02~2014.02  서울중앙지방법원 부장판사
2011.02~2013.02  서울동부지방법원 부장판사
2010.02~2011.02  수원지방법원 부장판사
2008.02~2010.02  사법연수원 교수, 부장판사
2007.02~2008.02  광주지방법원 부장판사
1992.03     서울지방법원 동부지원 판사
1992.02     제21기 사법연수원
1989         제31회 사법시험 합격",JUN JOOHYAE,여,jhjoy827@naver.com,71J2365L,"정성안, 이선호, 이휘윤, 이효주",위원,"김태현, 박영미",https://blog.naver.com/jhjoy827,"법제사법위원회, 여성가족위원회, 형사사법체계개혁특별위원회",김지선,비례대표,제21대
02-784-8901,음,의원회관 930호,全海澈,전해철,1962-05-18,지역구,더불어민주당,3선,환경노동위원회,"2012. 05 ~ 제19대 국회의원(경기 안산상록갑)
2007. 12 ~ 2012. 05 법무법인 해마루 대표변호사
2010. 안산환경운동연합 자문위원
2009. 노무현재단 상임운영위원
2008. ~ 민주통합당 안산상록갑 지역위원장
2006. 05 ~ 2007. 12 대통령비서실 민정수석비서관
2003. 07 대통령소속 의문사진상규명위원회 위원
2001. 01 ~ 2004. 05 법무법인 해마루 변호사
2001~2002 미국워싱턴주립대학교잭슨스쿨 객원 연구원
1999. 민주사회를 위한 변호사모임 언론위원회 위원장
1998. 대한변호사협회 인권위원
1996. 민주사회를 위한 변호사모임 대외협력위원회 위원장
1994. 안산시 고문변호사
1987. 제29회 사법시험 합격
1985. 고려대학교 법학과 졸업
1981. 마산중앙고등학교 졸업
1978. 목포영흥중학교 졸업 
1975. 목포대성초등학교 졸업",JEON HAECHEOL,남,sangrokgab@naver.com,BM63269Y,"이호진, 신윤정, 정영미, 신유리, 이상민",위원장,"백수현, 이은정",http://blog.naver.com/jhc05,환경노동위원회,"박정대, 송우일",경기 안산시상록구갑,"제19대, 제20대, 제21대"
02-784-8340,음,의원회관 906호,全惠淑,전혜숙,1955-05-05,지역구,더불어민주당,3선,"예산결산특별위원회, 보건복지위원회","제21대 국회의원(서울 광진구갑 / 더불어민주당)

국회 과학기술정보방송통신위원회 위원
국회 예산결산특별위원회 위원
국회 언론미디어제도개선특별위원회 위원
국회 지구촌보건복지포럼 대표의원
국회 서민금융활성화 및 소상공인지원포럼 공동대표의원
국회 한일의원연맹 여성위원회 위원장
국회 한·벨기에 의원친선협회 회장
국회 한·몽골 의원친선협회 이사
더불어민주당 백신치료제특별위원회 위원장
대한민국 청소년의회 자문위원
사단법인 청년과미래 명예이사장

<경 력>
국회 행정안전위원회 위원장(19.6~20.5)
국회 여성가족위원회 위원장(18.7~19.6)
국회 미세먼지대책 특별위원회 위원장 (17.12~18.05)
국회 윤리특별위원회 간사 및 위원장 대행 (16.06~17.12)
국회 보건복지위원회 위원(16.6~19.6)
문재인 대통령 인도·호주 특사단 대표의원 (17.06)
더불어민주당 최고위원(21.05~22.03)
더불어민주당 제20대 대통령선거 선거대책위원회 공동선거대책부위원장(21.11~22.03)
더불어민주당 코로나19 위기대응 특별위원회 부위원장(21.12~22.03)
더불어민주당 국난극복K-뉴딜위원회 공동위원장(20.10~21.04)
더불어민주당 대한민국 회복과 도약 선거대책위원회 직능본부장(21.03~21.04)
더불어민주당 노후원전 안전조사 TF 위원장(21.02~21.04)
더불어민주당 당대표 특별보좌역(20.09~21.03)
더불어민주당 전국직능대표자회의 의장(20.9~21.04)
더불어민주당 가덕신공항특별위원회 부위원장(21.03~21.04)
더불어민주당 민생연석회의 위원
더불어민주당 노동현장대형안전사고방지대책특별위원회 위원장(20.7.15~20.8.28)
더불어민주당 대한민국미래준비 선거대책위원회 코로나대책추진단 공동단장(20.2~20.4)
더불어민주당 중앙당 공직선거후보자 추천관리위원회 위원(20.1~20.4)
더불어민주당 조직강화특위 위원(19.1~19.8)
더불어민주당 사회복지특별위원장(16.06.14~18.07.14)
더불어민주당 교육연수원장 (17.05~18.09)
더불어민주당 서울특별시당 공직선거후보자추천관리위원장 (18.04~18.06)
제19대 대통령선거 문재인후보 중앙선대위 보건복지특보단장 및 의료정책위원장 (17.04~17.05)

<수 상>
*2021년*
쿠키뉴스 2021 국정감사 우수의원
JJC지방자치TV 대한민국 의정대상
서울기자연합회 2021 지방자치 의정대상
뉴스더원 제1회 대한민국 자치대상 국회의원부문 보건복지 대상
K-연예스타 나눔봉사공헌대상 의정대상
*2020년*
더불어민주당 2020년 국정감사 우수 의원상
원자력 안전과 미래 제6회 원자력안전상
머니투데이 The300 - 2020 최우수법률상 본상
제2회 당뇨병 의정대상
JJC지방자치TV 의정대상
사단법인 청년과미래 청년친화우수국회의원 소통부문
*2019년*
국정감사NGO모니터단 국리민복상 우수 상임위원장상
한국신문방송인클럽 제4회 대한민국 사회발전대상 국회의정부문 대상
JJC지방자치TV 대한민국 국정감사 우수 위원장
제7회 대한민국모범국회의원대상 대상
한국인터넷신문협회 제20대 국회 의정대상
한국을 빛낸 범죄예방인물 대상 의정대상
수도권일보 시사뉴스 2019 국정감사 우수의원상
대한민국브랜드대상 최우수의정브랜드상
세계언론협회 제1회 WFPL 국회의정평가대상 최우수상
한국바른언론인협회 대한민국위대한국민대상 여성리더부문대상 우수상
2019 국회의원 아름다운 말 대상 선플대상
MBN &amp; 한국여성유권자연맹, &#039참 괜찮은 의원상&#039
더불어민주당 당대표 1급 특별 포상(우수지역위원장)
대한민국 가족지킴이 대상 올해의 여성 대상
*2018년*
연합뉴스 국감인물 &#039사회적 약자를 지키는 국감&#039
한국언론기자협회 2018 대한민국 모범 국회의원 대상 특별대상
국회 공공정책연구원 2018 공공정책대상 입법부문
*2017년*
유권자시민행동 대한민국 유권자 대상
쿠키뉴스 국정감사 우수의원
법률소비자연맹 제20대 국회 헌정대상 의정종합대상
JJC 지방자치TV 대한민국 의정대상
*2016년*
제18회 백봉 라용균 선생 기념사업회 백봉신사상
머니투데이 The 300 국정감사 종합평가 최고 평가
국정감사NGO모니터단의 국정감사 우수 국회의원
푸드투데이 국정감사 우수 국회의원",JUN HYESOOK,여,jhsook7612@gmail.com,N9X9673B,"신종환, 김회근, 공혜빈, 성도영, 장재호",위원,"김종화, 서정환",https://blog.naver.com/jhsook7612,"예산결산특별위원회, 보건복지위원회","박세환, 한경달",서울 광진구갑,"제18대, 제20대, 제21대"
02-784-1571,음,의원회관 335호,丁慶姬,정경희,1958-01-26,비례대표,국민의힘,초선,"교육위원회, 여성가족위원회","[학력]
경기여자고등학교
서울대학교 역사교육과 학사
서울대학교 대학원 서양사학과 석사
서울대학교 대학원 서양사학과 박사

[경력]
전) 영산대학교 교수
전) 국사편찬위원
전) 제21대 국회 전반기 교육위원회 간사
전) 국민의힘 정책위원회 부동산시장 정상화 특별위원회 위원
현) 제21대 국회 후반기 교육위원회 위원
현) 제21대 국회 후반기 여성가족위원회 간사

[수상내역]
2020 국민의힘 국정감사 우수의원
2020 국정감사 NGO 모니터단 국정감사 국리민복상
2021 에듀인뉴스 국정감사 최우수 의원상
2021 국민의힘 국정감사 우수의원
2022 국정감사 NGO 모니터단 국정감사 국리민복상
",Kyung Hee Chung,여,,USR7059P,"이창호, 김가영, 남궁민, 박가현, 윤지영",위원,"김경한, 박준수",,"교육위원회, 여성가족위원회","김연주, 하은정",비례대표,제21대
02-784-8071,음,의원회관 432호,鄭東萬,정동만,1965-07-18,지역구,국민의힘,초선,국토교통위원회,"<학력>
부산대학교 경영대학원 경영학 석사

<경력>
제21대 국회의원(부산 기장군/국민의힘) 
제21대 국회 전반기 국토교통위원회 위원
국회 예산결산특별위원회 위원
국민의힘 원내부대표(전)
국민의힘 탈원전 피해 및 국토파괴 대책 특별위원회 위원 
아시아인권의원연맹 사무총장

제7대 부산광역시의회 의원
제7대 부산광역시 예산결산특별위원회 위원
제6대 기장군의회 의원",JEONG DONGMAN,남,dongmanjeong432@gmail.com,DAY6557K,"주은아, 안영진, 최정욱, 김민정, 박봉수",위원,"김승원, 이태호",http://blog.naver.com/dongbu1538,국토교통위원회,"이수철, 이준규",부산 기장군,제21대
02-784-8991(의원회관 646호),음,의원회관 646호,鄭成湖,정성호,1961-09-10,지역구,더불어민주당,4선,"국방위원회, 형사사법체계개혁특별위원회","대신고등학교 졸업
서울대학교 법학 학사
제28회 사법시험 합격
사법연수원 제18기 수료
육군 제3사단 법무관 복무

제21대 국회의원 (경기 양주시/더불어민주당)
  - 김동연 경기도지사직 인수위원회 상임고문
  - 국회 예산결산특별위원회 위원장
  - 국회 기획재정위원회 위원

제20대 국회의원 (경기 양주시/더불어민주당)
- 국회 기획재정위원회 위원장
- 국회 사법개혁특별위원회 위원장
- 더불어민주당 공직선거후보자 추천관리위원회 위원장
- 이낙연 국무총리 후보자 인사청문위원장
- 이재명 경기도지사직 인수위원회 부위원장
- 국회 법제사법위원회 위원

제19대 국회의원(경기 양주시&middot;동두천시/민주통합당)
- 국회 예산결산특별위원회 위원장(직무대행)
- 국회 국토교통위원회 위원장 직무대리
- 국회 국토교통위 교통법안소위 위원장
- 국회 운영위원회 간사
- 더불어민주당 비상대책위원
- 더불어민주당 재벌개혁특별위원회 위원
- 국회 전반기 기획재정위원회 위원
- 새정치민주연합(민주당) 원내수석부대표
- 민주통합당 수석대변인

제17대 국회의원(경기 양주시&middot;동두천시/열린우리당)
- 열린우리당 원내부대표
- 국회 행정자치위원회 위원
- 국회 정치관계특별위원회 위원
- 국회 건설교통위원회 / 국회 운영위원회 위원
- 국회 법제사법위원회 위원
- 국회 예산결산특별위원회 위원

민주사회를 위한 변호사 모임 회원
경기북부환경운동연합 공동대표",JUNG SUNGHO,남,jsh35351@naver.com,V429892C,"강유진, 배상진, 김근민, 김선진, 이규현",위원,"서준섭, 정원철",http://blog.naver.com/jsh35351,"국방위원회, 형사사법체계개혁특별위원회","권기완, 안중언",경기 양주시,"제17대, 제19대, 제20대, 제21대"
02-784-3866,음,의원회관 746호,鄭宇澤,정우택,1953-02-18,지역구,국민의힘,5선,행정안전위원회,"<학력>
경기고 졸업
성균관대학교 법학과
서울대학교 행정학 석사
미국 하와이대학교 경제학 박사

<경력>
행정고시 합격 (22회)
경제기획원 법무담당관
해양수산부 장관
제32대 충청북도지사
국회정무위원회 위원장
국회운영위원회 위원장
자유한국당 원내대표 및 당대표권한대행
국민의힘 전국위원회 의장
(현) 국민의힘 충북도당위원장
(현) 5선 국회의원 (15&middot;16&middot;19&middot;20&middot;21대)",CHUNG WOOTAIK,남,,VHK3402G,"변건우, 송소위, 정다정, 옥송희, 진수",위원,"원우혁, 임효성",,행정안전위원회,"김철민, 송재혁",충북 청주시상당구,"제15대, 제16대, 제19대, 제20대, 제21대"
02-784-8975,음,의원회관 706호,鄭雲天,정운천,1954-04-10,비례대표,국민의힘,재선,"산업통상자원중소벤처기업위원회, 예산결산특별위원회","[학 력] 
 - 고려대학교 농업경제학 학사 
 - 남성고등학교  졸업 

[약 력]
 - 現 국민의힘 전북도당위원장
 - 現 국민의힘 국민통합위원장
 - 前 미래한국당 최고위원
 - 前 예산결산특별위원(20대국회 4년연속)
 - 前 새로운보수당 공동대표
 - 前 새로운보수당 정책위의장
 - 前 바른미래당 최고위원 
 - 前 바른정당 최고위원
 - 前 한나라당 최고위원
 - 前 한식재단 이사장
 - 前 농림수산식품부 장관 
 - 前 한국농업CEO연합회 회장 
 - 前 한국신지식농업인회 회장 
",CHUNG WOONCHUN,남,706gbs@gmail.com,NZF1659U,"민경환, 고준혁, 이다솜, 최미영, 김지광",위원,"박상조, 정경복",http://blog.naver.com/jeonjujeong,"산업통상자원중소벤처기업위원회, 예산결산특별위원회","김고은, 이규현",비례대표,"제20대, 제21대"
02-784-6651~3,양,의원회관 540호,鄭日永,정일영,1957-08-14,지역구,더불어민주당,초선,"산업통상자원중소벤처기업위원회, 예산결산특별위원회","- 연세대 경영학과 졸업
- 서울대 정책학 석사학위 수여
- 옥스퍼드대학교 발전경제학 석사학위 수여
- 리즈대학교 경제학 박사학위 수여 
- 행정고시 23회 합격

現 제21대 국회의원(인천연수구을)
現 제21대 국회 기획재정위원회 위원 

前 제21대 국회 예산결산특별위원회 위원
前 인천국제공항공사 사장
前 교통안전공단 이사장 
前 국토교통부 교통정책실장 
前 국토교통부 항공정책실장 ",CHUNG ILYOUNG,남,chung10park@naver.com,LT72093S,"채수용, 고지혜, 김태형, 안혜성, 이세정",위원,"강지은, 윤영표",http://blog.naver.com/chung10park,"산업통상자원중소벤처기업위원회, 예산결산특별위원회","최정윤, 최종희",인천 연수구을,제21대
02-784-6327,음,의원회관 714호,鄭点植,정점식,1965-07-15,지역구,국민의힘,재선,"법제사법위원회, 형사사법체계개혁특별위원회, 대법관(오석준) 임명동의에 관한 인사청문특별위원회, 예산결산특별위원회","■ 학력
· 서울대학교 대학원 법학석사
· 서울대학교 법학과
· 창원 경상고등학교(7회)
· 고성중학교(30회)
· 대성초등학교(31회)

■ 경력
· 국회 농림축산식품해양수산위원회 간사(현)
· 국민의힘 법률자문위원회 위원장(전)
· 대검찰청 공안부장(검사장)(전)
· 창원지방검찰청 통영지청장(전)",JEONG JEOMSIG,남,jsjeong0403@naver.com,LJK4960Z,"임장수, 공민서, 양희숙, 김소현, 안상우",간사,"김광섭, 최재호",https://blog.naver.com/jsjeong0403,"법제사법위원회, 형사사법체계개혁특별위원회, 대법관(오석준) 임명동의에 관한 인사청문특별위원회, 예산결산특별위원회","이병훈, 이호준",경남 통영시고성군,"제20대, 제21대"
