음/양력,한자명,이름,생년월일,선거구구분,재선,정당명,영문명칭,대별코드,성별,대,국회의원코드,당선,선거구
양,金成泰,김성태,1954-07-24,비례대표,초선,새누리당,KIM SEANGTAE,100020,남,제20대,9UW75767,제20대,비례대표
음,金星煥,김성환,1965-10-15,지역구,재선,더불어민주당,KIM SUNGWHAN,100020,남,제20대,XSP20229,"제20대, 제21대",서울 노원구병
음,金世淵,김세연,1972-07-15,지역구,3선,새누리당,KIM SEYEON,100020,남,제20대,2WQ6656P,"제18대, 제19대, 제20대",부산 금정구
음,金秀玟,김수민,1986-12-25,비례대표,초선,국민의당,KIM SUMIN,100020,여,제20대,5K343700,제20대,비례대표
음,金順禮,김순례,1955-06-27,비례대표,초선,새누리당,KIM SOONRYE,100020,여,제20대,7KD2317D,제20대,비례대표
음,金承禧,김승희,1954-02-06,비례대표,초선,새누리당,KIM SEUNGHEE,100020,여,제20대,8WC7967F,제20대,비례대표
음,金榮宇,김영우,1967-01-20,지역구,3선,새누리당,KIM YOUNGWOO,100020,남,제20대,PLR62452,"제18대, 제19대, 제20대",경기 포천시가평군
음,金榮珠,김영주,1955-07-27,지역구,4선,더불어민주당,KIM YOUNGJOO,100020,여,제20대,0W194007,"제17대, 제19대, 제20대, 제21대",서울 영등포구갑
음,金榮鎭,김영진,1967-09-10,지역구,재선,더불어민주당,KIM YOUNGJIN,100020,남,제20대,5765663F,"제20대, 제21대",경기 수원시병
음,金榮春,김영춘,1962-02-05,지역구,3선,더불어민주당,KIM YOUNGCHOON,100020,남,제20대,TWL5801D,"제16대, 제17대, 제20대",부산 부산진구갑
음,金映豪,김영호,1967-09-13,지역구,재선,더불어민주당,KIM YOUNGHO,100020,남,제20대,7BM2933Y,"제20대, 제21대",서울 서대문구을
음,金容兌,김용태,1968-03-26,지역구,3선,새누리당,KIM YONGTAE,100020,남,제20대,AMF4093D,"제18대, 제19대, 제20대",서울 양천구을
양,金在庚,김재경,1961-10-10,지역구,4선,새누리당,KIM JAEKYUNG,100020,남,제20대,M3Z17237,"제17대, 제18대, 제19대, 제20대",경남 진주시을
음,金在原,김재원,1964-12-20,지역구,3선,자유한국당,KIM JAEWON,100020,남,제20대,QZU9232M,"제17대, 제19대, 제20대",경북 상주시군위군의성군청송군
음,金政祐,김정우,1968-06-18,지역구,초선,더불어민주당,KIM CHUNGWOO,100020,남,제20대,6RP89579,제20대,경기 군포시갑
음,金汀才,김정재,1966-02-15,지역구,재선,새누리당,KIM JUNGJAE,100020,여,제20대,E1J8836Y,"제20대, 제21대",경북 포항시북구
음,金禎鎬,김정호,1960-06-18,지역구,재선,더불어민주당,KIM JUNGHO,100020,남,제20대,9LD2641Q,"제20대, 제21대",경남 김해시을
음,金正薰,김정훈,1957-11-03,지역구,4선,새누리당,KIM JUNGHOON,100020,남,제20대,64G6894C,"제17대, 제18대, 제19대, 제20대",부산 남구갑
음,金鍾大,김종대,1966-11-13,비례대표,초선,정의당,KIM JONGDAE,100020,남,제20대,I0F2578R,제20대,비례대표
음,金鐘民,김종민,1964-05-12,지역구,재선,더불어민주당,KIM JONGMIN,100020,남,제20대,M2Q9024I,"제20대, 제21대",충남 논산시계룡시금산군
음,金鍾奭,김종석,1955-08-01,비례대표,초선,새누리당,KIM JONGSEOK,100020,남,제20대,06X3845L,제20대,비례대표
음,金鍾仁,김종인,1940-07-11,비례대표,5선,더불어민주당,KIM CHONGIN,100020,남,제20대,E5N8503B,"제11대, 제12대, 제14대, 제17대, 제20대",비례대표
양,金鍾泰,김종태,1949-03-16,지역구,재선,새누리당,KIM JONGTAE,100020,남,제20대,K1Y45873,"제19대, 제20대",경북 상주시군위군의성군청송군
음,金鍾懷,김종회,1965-08-24,지역구,초선,국민의당,KIM JONGHOE,100020,남,제20대,HTK5293K,제20대,전북 김제시부안군
음,金鍾勳,김종훈,1964-07-03,지역구,초선,무소속,KIM JONGHOON,100020,남,제20대,A935446Z,제20대,울산 동구
음,金中魯,김중로,1950-10-27,비례대표,초선,국민의당,KIM JOONGRO,100020,남,제20대,SY09851R,제20대,비례대표
음,金鎭台,김진태,1964-10-13,지역구,재선,새누리당,KIM JINTAE,100020,남,제20대,N6C1899K,"제19대, 제20대",강원 춘천시
양,金振杓,김진표,1947-05-04,지역구,5선,더불어민주당,KIM JINPYO,100020,남,제20대,Q9H5708M,"제17대, 제18대, 제19대, 제20대, 제21대",경기 수원시무
음,金哲玟,김철민,1957-02-15,지역구,재선,더불어민주당,KIM CHEOLMIN,100020,남,제20대,1MU99298,"제20대, 제21대",경기 안산시상록구을
음,金太年,김태년,1965-03-20,지역구,4선,더불어민주당,KIM TAENYEON,100020,남,제20대,1WE5693J,"제17대, 제19대, 제20대, 제21대",경기 성남시수정구
양,金泰欽,김태흠,1963-01-11,지역구,3선,새누리당,KIM TAEHEUM,100020,남,제20대,TVF3669B,"제19대, 제20대, 제21대",충남 보령시서천군
양,金學容,김학용,1961-12-10,지역구,4선,새누리당,KIM HACKYONG,100020,남,제20대,F5U2979W,"제18대, 제19대, 제20대, 제21대",경기 안성시
음,金漢正,김한정,1963-09-06,지역구,재선,더불어민주당,KIM HANJUNG,100020,남,제20대,09I2323E,"제20대, 제21대",경기 남양주시을
양,金漢杓,김한표,1954-08-24,지역구,재선,새누리당,KIM HANPYO,100020,남,제20대,YBM9779M,"제19대, 제20대",경남 거제시
양,金海永,김해영,1977-01-02,지역구,초선,더불어민주당,KIM HAEYOUNG,100020,남,제20대,6QU2958D,제20대,부산 연제구
양,金玄權,김현권,1963-04-06,비례대표,초선,더불어민주당,KIM HYUNKWON,100020,남,제20대,MPV9321A,제20대,비례대표
음,金賢美,김현미,1962-11-29,지역구,3선,더불어민주당,KIM HYUNMEE,100020,여,제20대,9XB6464U,"제17대, 제19대, 제20대",경기 고양시정
음,金炫我,김현아,1969-08-19,비례대표,초선,새누리당,KIM HYUNAH,100020,여,제20대,CXA6162I,제20대,비례대표
음,羅卿瑗,나경원,1963-12-06,지역구,4선,새누리당,NA KYUNGWON,100020,여,제20대,SLW27496,"제17대, 제18대, 제19대, 제20대",서울 동작구을
양,南仁順,남인순,1958-11-05,지역구,3선,더불어민주당,NAM INSOON,100020,여,제20대,04T3751T,"제19대, 제20대, 제21대",서울 송파구병
양,盧雄來,노웅래,1957-08-03,지역구,4선,더불어민주당,NOH WOONGRAE,100020,남,제20대,0827740Q,"제17대, 제19대, 제20대, 제21대",서울 마포구갑
음,魯會燦,노회찬,1956-08-31,지역구,3선,정의당,ROH HOECHAN,100020,남,제20대,GN240959,"제17대, 제19대, 제20대",경남 창원시성산구
음,都鍾煥,도종환,1955-09-27,지역구,3선,더불어민주당,DO JONGHWAN,100020,남,제20대,J2O8643H,"제19대, 제20대, 제21대",충북 청주시흥덕구
음,孟聖奎,맹성규,1962-04-05,지역구,재선,더불어민주당,MAENG SUNGKYU,100020,남,제20대,FJK3396E,"제20대, 제21대",인천 남동구갑
음,文美玉,문미옥,1968-12-20,비례대표,초선,더불어민주당,MUN MIOCK,100020,여,제20대,TGL10010,제20대,비례대표
음,文鎭國,문진국,1949-02-01,비례대표,초선,새누리당,MOON JINKOOK,100020,남,제20대,WV97281W,제20대,비례대표
양,文喜相,문희상,1945-03-03,지역구,6선,더불어민주당,MOON HEESANG,100020,남,제20대,IYD4143Y,"제14대, 제16대, 제17대, 제18대, 제19대, 제20대",경기 의정부시갑
음,閔庚旭,민경욱,1963-06-17,지역구,초선,새누리당,MIN KYUNGWOOK,100020,남,제20대,Y3E8697I,제20대,인천 연수구을
양,閔丙두,민병두,1958-06-10,지역구,3선,더불어민주당,MIN BYUNGDOO,100020,남,제20대,39P2522W,"제17대, 제19대, 제20대",서울 동대문구을
양,閔洪喆,민홍철,1961-04-18,지역구,3선,더불어민주당,MIN HONGCHUL,100020,남,제20대,O6D8329R,"제19대, 제20대, 제21대",경남 김해시갑
음,朴炅美,박경미,1965-10-15,비례대표,초선,더불어민주당,PARK KYUNGMEE,100020,여,제20대,JMD3241I,제20대,비례대표
양,朴洸瑥,박광온,1957-03-26,지역구,3선,더불어민주당,PARK KWANGON,100020,남,제20대,K3W33496,"제19대, 제20대, 제21대",경기 수원시정
음,朴南春,박남춘,1958-07-02,지역구,재선,더불어민주당,PARK NAMCHOON,100020,남,제20대,24E9427D,"제19대, 제20대",인천 남동구갑
음,朴大出,박대출,1961-03-18,지역구,3선,새누리당,PARK DAECHUL,100020,남,제20대,W4X85128,"제19대, 제20대, 제21대",경남 진주시갑
음,朴德欽,박덕흠,1953-10-18,지역구,3선,새누리당,PARK DUKHYUM,100020,남,제20대,N4R2421C,"제19대, 제20대, 제21대",충북 보은군옥천군영동군괴산군
음,朴孟雨,박맹우,1951-12-06,지역구,재선,새누리당,PARK MAENGWOO,100020,남,제20대,EUR98126,"제19대, 제20대",울산 남구을
음,朴明在,박명재,1947-07-05,지역구,재선,새누리당,PARK MYUNGJAE,100020,남,제20대,OTE19384,"제19대, 제20대",경북 포항시남구울릉군
음,朴範界,박범계,1963-04-27,지역구,3선,더불어민주당,PARK BEOMKYE,100020,남,제20대,7R156073,"제19대, 제20대, 제21대",대전 서구을
양,朴炳錫,박병석,1952-01-25,지역구,6선,더불어민주당,PARK BYEONGSEUG,100020,남,제20대,BLC8630L,"제16대, 제17대, 제18대, 제19대, 제20대, 제21대",대전 서구갑
음,朴仙淑,박선숙,1960-12-01,비례대표,재선,국민의당,PARK SUNSOOK,100020,여,제20대,MC32279F,"제18대, 제20대",비례대표
음,朴成重,박성중,1958-08-01,지역구,재선,새누리당,PARK SUNGJOONG,100020,남,제20대,DAN6731C,"제20대, 제21대",서울 서초구을
음,朴順子,박순자,1958-10-12,지역구,3선,새누리당,PARK SOONJA,100020,여,제20대,YLM92014,"제17대, 제18대, 제20대",경기 안산시단원구을
음,朴映宣,박영선,1960-01-22,지역구,4선,더불어민주당,PARK YOUNGSUN,100020,여,제20대,S8431719,"제17대, 제18대, 제19대, 제20대",서울 구로구을
양,朴完洙,박완수,1955-08-26,지역구,재선,새누리당,PARK WANSU,100020,남,제20대,D0C85236,"제20대, 제21대",경남 창원시의창구
음,朴完柱,박완주,1966-11-10,지역구,3선,더불어민주당,,100020,남,제20대,A3H7195R,"제19대, 제20대, 제21대",충남 천안시을
음,朴用鎭,박용진,1971-04-17,지역구,재선,더불어민주당,PARK YONGJIN,100020,남,제20대,PEP6922S,"제20대, 제21대",서울 강북구을
음,朴仁淑,박인숙,1948-11-10,지역구,재선,새누리당,PARK INSOOK,100020,여,제20대,IQ54138I,"제19대, 제20대",서울 송파구갑
양,朴在昊,박재호,1959-02-13,지역구,재선,더불어민주당,PARK JAEHO,100020,남,제20대,QUO78839,"제20대, 제21대",부산 남구을
음,朴釘,박정,1962-11-19,지역구,재선,더불어민주당,PARK JEUNG,100020,남,제20대,4019850M,"제20대, 제21대",경기 파주시을
음,朴柱民,박주민,1973-11-21,지역구,재선,더불어민주당,PARK JUMIN,100020,남,제20대,6AU2417B,"제20대, 제21대",서울 은평구갑
양,朴柱宣,박주선,1949-07-23,지역구,4선,국민의당,PARK JOOSUN,100020,남,제20대,XT18076X,"제16대, 제18대, 제19대, 제20대",광주 동구남구을
음,朴珠賢,박주현,1963-04-11,비례대표,초선,국민의당,PARK JOOHYUN,100020,여,제20대,UDB4825U,제20대,비례대표
양,朴晙瑩,박준영,1946-10-21,지역구,초선,국민의당,PARK JOONYUNG,100020,남,제20대,8EL9225R,제20대,전남 영암군무안군신안군
음,朴智元,박지원,1942-06-05,지역구,4선,국민의당,PARK JIEWON,100020,남,제20대,8BF5855P,"제14대, 제18대, 제19대, 제20대",전남 목포시
음,朴贊大,박찬대,1967-05-10,지역구,재선,더불어민주당,PARK CHANDAE,100020,남,제20대,BT62420K,"제20대, 제21대",인천 연수구갑
음,朴贊佑,박찬우,1959-04-15,지역구,초선,새누리당,PARK CHANWOO,100020,남,제20대,8T51904N,제20대,충남 천안시갑
양,朴洪根,박홍근,1969-10-08,지역구,3선,더불어민주당,PARK HONGKEUN,100020,남,제20대,S824682L,"제19대, 제20대, 제21대",서울 중랑구을
음,裵德光,배덕광,1948-06-22,지역구,재선,새누리당,BAE DUKKWANG,100020,남,제20대,9CR4440H,"제19대, 제20대",부산 해운대구을
음,白承周,백승주,1961-03-20,지역구,초선,새누리당,BAEK SEUNGJOO,100020,남,제20대,O0G3169T,제20대,경북 구미시갑
음,白在鉉,백재현,1951-07-04,지역구,3선,더불어민주당,BAEK JAEHYUN,100020,남,제20대,8DK7238W,"제18대, 제19대, 제20대",경기 광명시갑
음,白惠蓮,백혜련,1967-02-17,지역구,재선,더불어민주당,BACK HYERYUN,100020,여,제20대,HSS7466Y,"제20대, 제21대",경기 수원시을
양,卞在一,변재일,1948-09-02,지역구,5선,더불어민주당,BYUN JAEILL,100020,남,제20대,MO52543L,"제17대, 제18대, 제19대, 제20대, 제21대",충북 청주시청원구
음,徐參錫,서삼석,1959-08-03,지역구,재선,더불어민주당,SEO SAMSEOK,100020,남,제20대,FOK3459D,"제20대, 제21대",전남 영암군무안군신안군
양,徐瑛敎,서영교,1964-11-11,지역구,3선,더불어민주당,SEO YOUNGKYO,100020,여,제20대,TKJ4800F,"제19대, 제20대, 제21대",서울 중랑구갑
음,徐淸源,서청원,1943-04-03,지역구,8선,새누리당,SUH CHUNGWON,100020,남,제20대,4Y54669I,"제11대, 제13대, 제14대, 제15대, 제16대, 제18대, 제19대, 제20대",경기 화성시갑
음,徐炯洙,서형수,1957-04-05,지역구,초선,더불어민주당,SEO HYUNGSOO,100020,남,제20대,6N28669V,제20대,경남 양산시을
음,薛勳,설훈,1953-04-23,지역구,5선,더불어민주당,SUL HOON,100020,남,제20대,OW53107J,"제15대, 제16대, 제19대, 제20대, 제21대",경기 부천시원미구을
음,成一鍾,성일종,1963-03-19,지역구,재선,새누리당,SUNG ILJONG,100020,남,제20대,7XY7109I,"제20대, 제21대",충남 서산시태안군
음,蘇秉勳,소병훈,1954-06-03,지역구,재선,더불어민주당,SO BYUNGHOON,100020,남,제20대,ZDR63255,"제20대, 제21대",경기 광주시갑
음,孫今柱,손금주,1971-07-29,지역구,초선,국민의당,SON KUMJU,100020,남,제20대,A8O42480,제20대,전남 나주시화순군
양,孫惠園,손혜원,1955-01-23,지역구,초선,더불어민주당,SOHN HYEWON,100020,여,제20대,ZBX31520,제20대,서울 마포구을
음,宋甲錫,송갑석,1966-10-10,지역구,재선,더불어민주당,SONG GABSEOK,100020,남,제20대,RD42006Y,"제20대, 제21대",광주 서구갑
양,宋基錫,송기석,1963-10-28,지역구,초선,국민의당,SONG KISEOK,100020,남,제20대,7BV5480O,제20대,광주 서구갑
양,宋基憲,송기헌,1963-10-02,지역구,재선,더불어민주당,SONG KI HUN,100020,남,제20대,SQ36001H,"제20대, 제21대",강원 원주시을
음,宋錫俊,송석준,1964-03-10,지역구,재선,새누리당,SONG SEOGJUN,100020,남,제20대,CNW5754J,"제20대, 제21대",경기 이천시
음,宋彦錫,송언석,1963-05-16,지역구,재선,자유한국당,SONG EONSEOG,100020,남,제20대,6EN68926,"제20대, 제21대",경북 김천시
양,宋永吉,송영길,1963-03-21,지역구,5선,더불어민주당,SONG YOUNGGIL,100020,남,제20대,PAO22428,"제16대, 제17대, 제18대, 제20대, 제21대",인천 계양구을
양,宋玉珠,송옥주,1965-12-20,비례대표,재선,더불어민주당,SONG OKJOO,100020,여,제20대,3249208I,"제20대, 제21대",비례대표
음,宋喜卿,송희경,1964-07-24,비례대표,초선,새누리당,SONG HEEKGYOUNG,100020,여,제20대,1PZ8289D,제20대,비례대표
음,辛京珉,신경민,1953-08-19,지역구,재선,더불어민주당,SHIN KYOUNGMIN,100020,남,제20대,BN49469V,"제19대, 제20대",서울 영등포구을
양,申東根,신동근,1961-12-22,지역구,재선,더불어민주당,SHIN DONGKUN,100020,남,제20대,G1570880,"제20대, 제21대",인천 서구을
음,申普羅,신보라,1983-01-07,비례대표,초선,새누리당,SHIN BORA,100020,여,제20대,HE838063,제20대,비례대표
양,申相珍,신상진,1956-06-28,지역구,4선,새누리당,SHIN SANGJIN,100020,남,제20대,71M8132V,"제17대, 제18대, 제19대, 제20대",경기 성남시중원구
음,申容賢,신용현,1961-03-09,지역구,초선,국민의당,SHIN YONGHYEON,100020,여,제20대,MTK2954E,제20대,비례대표
양,申昌賢,신창현,1953-06-27,지역구,초선,더불어민주당,SHIN CHANGHYUN,100020,남,제20대,WYC63862,제20대,경기 의왕시과천시
음,沈基俊,심기준,1961-10-19,비례대표,초선,더불어민주당,SHIM KIJOON,100020,남,제20대,9414335X,제20대,비례대표
음,沈相정,심상정,1959-02-20,지역구,4선,정의당,SIM SANGJEUNG,100020,여,제20대,SU53086M,"제17대, 제19대, 제20대, 제21대",경기 고양시갑
음,沈載權,심재권,1946-08-15,지역구,3선,더불어민주당,SHIM JAEKWON,100020,남,제20대,VXQ28579,"제16대, 제19대, 제20대",서울 강동구을
음,沈在哲,심재철,1958-01-18,지역구,5선,새누리당,SHIM JAECHEOL,100020,남,제20대,FGX4881A,"제16대, 제17대, 제18대, 제19대, 제20대",경기 안양시동안구을
음,安圭伯,안규백,1961-04-29,지역구,4선,더불어민주당,AHN GYUBACK,100020,남,제20대,TST4507I,"제18대, 제19대, 제20대, 제21대",서울 동대문구갑
양,安敏錫,안민석,1966-08-13,지역구,5선,더불어민주당,AN MINSUK,100020,남,제20대,ZA54991S,"제17대, 제18대, 제19대, 제20대, 제21대",경기 오산시
음,安相洙,안상수,1946-05-28,지역구,3선,무소속,AHN SANGSOO,100020,남,제20대,A486635H,"제15대, 제19대, 제20대",인천 중구동구강화군옹진군
양,安哲秀,안철수,1962-01-22,지역구,3선,국민의당,AHN CHEOLSOO,100020,남,제20대,YOG1280B,"제19대, 제20대, 제21대",서울 노원구병
음,安浩永,안호영,1965-10-11,지역구,재선,더불어민주당,AN HOYOUNG,100020,남,제20대,XEF29171,"제20대, 제21대",전북 완주군진안군무주군장수군
음,梁承晁,양승조,1959-03-21,지역구,4선,더불어민주당,YANG SEUNGJO,100020,남,제20대,TIS61927,"제17대, 제18대, 제19대, 제20대",충남 천안시병
양,魚基龜,어기구,1963-01-10,지역구,재선,더불어민주당,EOH KIYKU,100020,남,제20대,8FB1535Y,"제20대, 제21대",충남 당진시
음,嚴龍洙,엄용수,1965-01-20,지역구,초선,새누리당,UM YONGSOO,100020,남,제20대,B6F5266B,제20대,경남 밀양시의령군함안군창녕군
음,余尙奎,여상규,1948-09-15,지역구,3선,새누리당,YEO SANGKYOO,100020,남,제20대,QKY38290,"제18대, 제19대, 제20대",경남 사천시남해군하동군
음,余永國,여영국,1964-12-26,지역구,초선,정의당,Yeo young kug,100020,남,제20대,B751170H,제20대,경남 창원시성산구
양,廉東烈,염동열,1961-02-28,지역구,재선,새누리당,YEOM DONGYEOL,100020,남,제20대,SSF6805Q,"제19대, 제20대",강원 태백시횡성군영월군평창군정선군
음,吳世正,오세정,1953-02-17,비례대표,초선,국민의당,OH SEJUNG,100020,남,제20대,M6K7940A,제20대,비례대표
음,吳晨煥,오신환,1971-02-07,지역구,재선,새누리당,OH SHINHWAN,100020,남,제20대,H337332S,"제19대, 제20대",서울 관악구을
음,吳怜勳,오영훈,1968-12-14,지역구,재선,더불어민주당,OH YOUNGHUN,100020,남,제20대,21N57758,"제20대, 제21대",제주 제주시을
음,吳濟世,오제세,1949-04-05,지역구,4선,더불어민주당,OH JAESAE,100020,남,제20대,SVH30067,"제17대, 제18대, 제19대, 제20대",충북 청주시서원구
음,禹相虎,우상호,1962-12-12,지역구,4선,더불어민주당,WOO SANGHO,100020,남,제20대,V0O5343U,"제17대, 제19대, 제20대, 제21대",서울 서대문구갑
음,禹元植,우원식,1957-09-18,지역구,4선,더불어민주당,WOO WONSHIK,100020,남,제20대,XBT9550Q,"제17대, 제19대, 제20대, 제21대",서울 노원구을
양,元裕哲,원유철,1962-09-26,지역구,5선,새누리당,WON YOOCHUL,100020,남,제20대,TZD17894,"제15대, 제16대, 제18대, 제19대, 제20대",경기 평택시갑
음,元惠榮,원혜영,1951-09-27,지역구,5선,더불어민주당,WON HYEYOUNG,100020,남,제20대,6DG91769,"제14대, 제17대, 제18대, 제19대, 제20대",경기 부천시오정구
음,魏聖坤,위성곤,1968-01-20,지역구,재선,더불어민주당,WI SEONGGON,100020,남,제20대,RQQ3807K,"제20대, 제21대",제주 서귀포시
음,兪奇濬,유기준,1959-08-10,지역구,4선,새누리당,YOO KIJUNE,100020,남,제20대,CAL85655,"제17대, 제18대, 제19대, 제20대",부산 서구동구
양,柳東秀,유동수,1961-09-18,지역구,재선,더불어민주당,YOO DONGSOO,100020,남,제20대,GX38539O,"제20대, 제21대",인천 계양구갑
양,庾敏鳳,유민봉,1958-01-09,비례대표,초선,새누리당,YOU MINBONG,100020,남,제20대,I5V5327I,제20대,비례대표
양,柳成葉,유성엽,1960-01-25,지역구,3선,국민의당,YOU SUNGYOP,100020,남,제20대,I7Z3068X,"제18대, 제19대, 제20대",전북 정읍시고창군
음,劉承旼,유승민,1958-01-07,지역구,4선,무소속,YOO SEONGMIN,100020,남,제20대,PWU27609,"제17대, 제17대, 제18대, 제19대, 제20대",대구 동구을
음,兪承希,유승희,1960-04-26,지역구,3선,더불어민주당,YOU SEUNGHEE,100020,여,제20대,9BE5694R,"제17대, 제19대, 제20대",서울 성북구갑
음,兪銀惠,유은혜,1962-10-02,지역구,재선,더불어민주당,YOO EUNHAE,100020,여,제20대,5CO4531H,"제19대, 제20대",경기 고양시병
음,兪義東,유의동,1971-06-23,지역구,3선,새누리당,YU EUIDONG,100020,남,제20대,MRK4871S,"제19대, 제20대, 제21대",경기 평택시을
양,柳在仲,유재중,1956-03-27,지역구,3선,새누리당,YOO JAEJUNG,100020,남,제20대,SEK1881Q,"제18대, 제19대, 제20대",부산 수영구
음,尹官石,윤관석,1960-08-17,지역구,3선,더불어민주당,YOUN KWANSUK,100020,남,제20대,JMY9959W,"제19대, 제20대, 제21대",인천 남동구을
음,尹相直,윤상직,1956-05-25,지역구,초선,새누리당,YOON SANGJICK,100020,남,제20대,LDY9563L,제20대,부산 기장군
음,尹相現,윤상현,1962-12-01,지역구,4선,무소속,YOON SANGHYUN,100020,남,제20대,MSY7784L,"제18대, 제19대, 제20대, 제21대",인천 남구을
음,尹昭夏,윤소하,1961-09-10,비례대표,초선,정의당,YOUN SOHA,100020,남,제20대,8X46899U,제20대,비례대표
음,尹永碩,윤영석,1964-10-07,지역구,3선,새누리당,YOON YOUNGSEOK,100020,남,제20대,9VR65006,"제19대, 제20대, 제21대",경남 양산시갑
음,尹英壹,윤영일,1957-11-04,지역구,초선,국민의당,YOON YOUNGIL,100020,남,제20대,U9G5099O,제20대,전남 해남군완도군진도군
음,尹一逵,윤일규,1950-04-14,지역구,초선,더불어민주당,YUN IL GYU,100020,남,제20대,5DR6334X,제20대,충남 천안시병
음,尹在玉,윤재옥,1961-09-10,지역구,3선,새누리당,YUN JAEOK,100020,남,제20대,ZRF3039U,"제19대, 제20대, 제21대",대구 달서구을
음,尹鍾五,윤종오,1963-08-14,지역구,초선,무소속,YOON JONGO,100020,남,제20대,3TP65086,제20대,울산 북구
음,尹鍾畢,윤종필,1953-10-20,비례대표,초선,새누리당,YOON JONGPIL,100020,여,제20대,Q6G2914I,제20대,비례대표
음,尹俊晧,윤준호,1967-06-07,지역구,초선,더불어민주당,YUN JUNE HO,100020,남,제20대,7W35098M,제20대,부산 해운대구을
음,尹漢洪,윤한홍,1962-11-01,지역구,재선,새누리당,YOON HANHONG,100020,남,제20대,8X15119P,"제20대, 제21대",경남 창원시마산회원구
음,尹昊重,윤호중,1963-03-27,지역구,4선,더불어민주당,YUN HOJUNG,100020,남,제20대,M0A1658U,"제17대, 제19대, 제20대, 제21대",경기 구리시
음,尹厚德,윤후덕,1957-01-09,지역구,3선,더불어민주당,YOON HUDUK,100020,남,제20대,O7R5461J,"제19대, 제20대, 제21대",경기 파주시갑
음,李介昊,이개호,1959-06-23,지역구,3선,더불어민주당,LEE KAIHO,100020,남,제20대,I7R13867,"제19대, 제20대, 제21대",전남 담양군함평군영광군장성군
음,李君賢,이군현,1952-03-12,지역구,4선,새누리당,LEE KOONHYON,100020,남,제20대,0135473I,"제17대, 제18대, 제19대, 제20대",경남 통영시고성군
음,李揆熙,이규희,1961-06-27,지역구,초선,더불어민주당,LEE KYU HEE,100020,남,제20대,9FL71418,제20대,충남 천안시갑
양,李銅燮,이동섭,1956-11-07,비례대표,초선,국민의당,LEE DONGSUP,100020,남,제20대,OQO34632,제20대,비례대표
음,李晩熙,이만희,1963-12-11,지역구,재선,새누리당,LEE MANHEE,100020,남,제20대,OSV9142K,"제20대, 제21대",경북 영천시청도군
음,李明洙,이명수,1955-02-11,지역구,4선,새누리당,LEE MYOUNGSU,100020,남,제20대,6YT83269,"제18대, 제19대, 제20대, 제21대",충남 아산시갑
음,李相敦,이상돈,1951-12-04,비례대표,초선,국민의당,LEE SANGDON,100020,남,제20대,JWW6081H,제20대,비례대표
음,李相珉,이상민,1958-01-22,지역구,5선,더불어민주당,LEE SANGMIN,100020,남,제20대,ZYH1940A,"제17대, 제18대, 제19대, 제20대, 제21대",대전 유성구을
음,李相憲,이상헌,1954-07-10,지역구,재선,더불어민주당,LEE SANGHEON,100020,남,제20대,WVU2479T,"제20대, 제21대",울산 북구
양,李錫玄,이석현,1951-03-16,지역구,6선,더불어민주당,LEE SEOKHYUN,100020,남,제20대,GMK1374L,"제14대, 제15대, 제17대, 제18대, 제19대, 제20대",경기 안양시동안구갑
음,李秀赫,이수혁,1949-01-04,비례대표,초선,더불어민주당,LEE SOOHYUCK,100020,남,제20대,R7N74579,제20대,비례대표
음,李亮壽,이양수,1967-08-15,지역구,재선,새누리당,LEE YANGSOO,100020,남,제20대,S9U45255,"제20대, 제21대",강원 속초시고성군양양군
음,李彦周,이언주,1972-11-08,지역구,재선,더불어민주당,LEE UNJU,100020,여,제20대,JG77046J,"제19대, 제20대",경기 광명시을
양,李完永,이완영,1957-07-07,지역구,재선,새누리당,YI WANYOUNG,100020,남,제20대,8WV8289I,"제19대, 제20대",경북 고령군성주군칠곡군
음,李龍得,이용득,1953-09-13,비례대표,초선,더불어민주당,LEE YONGDEUK,100020,남,제20대,ABT2266H,제20대,비례대표
음,李勇周,이용주,1968-06-14,지역구,초선,국민의당,LEE YONGJU,100020,남,제20대,X9Y63914,제20대,전남 여수시갑
음,李容鎬,이용호,1960-03-20,지역구,재선,국민의당,LEE YONGHO,100020,남,제20대,DBA1057Z,"제20대, 제21대",전북 남원시임실군순창군
음,李愚鉉,이우현,1957-01-03,지역구,재선,새누리당,LEE WOOHYUN,100020,남,제20대,0582116P,"제19대, 제20대",경기 용인시갑
음,李元旭,이원욱,1963-03-20,지역구,3선,더불어민주당,LEE WONWOOK,100020,남,제20대,16D7652C,"제19대, 제20대, 제21대",경기 화성시을
양,李殷權,이은권,1957-02-25,지역구,초선,새누리당,LEE EUNKWON,100020,남,제20대,DVD2735W,제20대,대전 중구
음,李恩宰,이은재,1952-03-27,지역구,재선,새누리당,LEE EUNJAE,100020,여,제20대,IQN7588X,"제18대, 제20대",서울 강남구병
음,李仁榮,이인영,1964-06-28,지역구,4선,더불어민주당,LEE INYOUNG,100020,남,제20대,3ZR4438W,"제17대, 제19대, 제20대, 제21대",서울 구로구갑
음,李莊雨,이장우,1965-02-10,지역구,재선,새누리당,LEE JANGWOO,100020,남,제20대,2SE64657,"제19대, 제20대",대전 동구
음,李在汀,이재정,1974-08-02,비례대표,재선,더불어민주당,LEE JAEJUNG,100020,여,제20대,UQ282145,"제20대, 제21대",비례대표
